0,0,0,109348,0,0,86954,50007,0,33944,0,0,88663,88970,0,0,39480,0,93199,0,0,0,19441,93370,0,0,11318,163528,21438,0,22667,0,0,0,32959,0,0,0,11487,160699,0,25689,34987,60739,0,0,2545,20420,46063,0,0,0,0,56719,69768,0,0,0,0,0,46005,
0,0,0,0,0,85665,38994,0,62260,93955,27614,79547,0,0,28756,17329,121516,0,96782,0,66415,8494,57083,0,0,0,0,0,0,45049,38405,114930,0,0,57333,38460,78996,0,21908,0,82825,0,0,95544,134858,8365,2290,41919,0,0,30133,0,80056,0,0,0,0,11196,0,0,22990,
97796,0,0,121671,0,0,5184,0,0,0,0,126096,18736,0,0,0,0,0,13159,40455,91454,0,94798,0,48883,142318,121222,0,34564,109280,35639,25648,36500,81547,0,0,0,38108,0,782,21444,0,56809,75319,0,35589,0,0,166507,124887,31093,5151,0,1129,100447,74246,95411,4940,86731,56042,0,
0,0,130716,0,0,0,0,0,161092,0,0,0,19013,63573,19192,8559,10793,0,156089,12546,0,159734,0,14604,0,0,0,0,23546,0,0,18038,0,0,99517,42200,0,205218,0,0,129700,79898,12452,0,0,0,17634,47556,0,18319,56158,114164,0,5885,57130,0,39742,0,46989,0,12257,
11239,0,0,0,136706,86514,0,16554,101239,68855,0,146631,0,63827,133965,160156,20985,0,42046,0,0,0,0,0,28853,0,0,0,0,0,55466,0,0,8998,0,115914,0,0,0,32125,0,0,0,0,0,0,42258,0,0,14498,0,0,72089,26057,0,0,57460,27078,0,0,47465,
0,0,40379,94009,0,30243,89333,0,127775,0,128766,15440,0,40002,37764,0,4585,0,0,9450,138673,136673,127986,51407,57052,128138,7344,0,0,0,73523,0,115258,0,34490,0,0,56214,0,24454,0,50821,7022,0,98075,68774,62034,82265,0,16606,0,79445,0,0,0,0,0,0,82452,0,118794,
103544,22181,0,0,0,0,0,0,0,34591,0,6250,53540,4756,0,0,3321,44284,33326,20048,0,5468,112222,0,25202,0,40641,29502,16793,0,0,44142,0,41584,120158,36895,9449,0,21044,14157,32750,0,45532,0,0,0,0,0,0,0,0,0,0,0,92053,80394,0,46647,0,0,12948,
0,8156,0,0,0,0,0,0,17816,14834,106507,82405,70584,19923,0,0,0,0,94756,0,0,0,9013,0,0,21012,0,0,110586,9143,131164,46388,0,57262,0,0,0,61963,13458,28607,0,113537,96371,14895,101703,0,2446,0,2564,0,20153,199472,0,21546,0,183412,0,0,100421,101235,12497,
63528,0,0,0,177392,0,1087,69544,56071,53828,0,0,18040,0,27949,70937,10045,0,31196,0,15280,16798,19567,0,0,0,0,0,10752,0,0,0,0,0,89330,43835,0,0,41499,82547,109450,0,12206,0,0,0,0,106121,147944,0,0,96415,0,43672,0,0,44689,20944,27997,0,0,
0,28897,34629,20457,36770,0,23865,0,26689,28991,427,0,0,0,0,0,0,0,36295,0,6047,8391,0,62877,92126,0,13349,73624,0,44582,0,50267,22350,28351,0,38048,0,54608,0,0,0,29102,23879,0,0,0,101501,86264,0,64542,0,54711,0,38423,70773,0,18202,0,0,0,0,
0,0,34139,0,0,7235,15871,0,0,0,0,0,50013,43652,0,0,13071,0,0,29921,0,12924,0,0,23541,0,58532,45685,12828,78024,0,0,19441,0,0,23517,42094,0,0,0,2182,0,0,0,0,0,0,0,22252,11955,36493,0,0,73500,0,0,0,0,58819,0,81338,
0,0,7836,17824,0,0,76455,130909,106685,17876,16115,61746,49727,0,31456,73124,0,138157,124715,0,49903,5565,40435,0,0,0,0,0,0,55035,0,29035,37967,84405,0,23131,0,66964,116545,0,42979,79785,1062,29356,47206,0,0,32567,0,0,110585,0,0,27839,0,74341,17318,104522,0,0,0,
56993,170487,55214,0,0,27066,0,0,0,0,36730,49547,34149,0,81487,0,0,24849,0,96192,61904,0,90045,0,56436,0,0,0,0,94356,85201,20067,0,44586,0,0,22302,124612,0,54129,0,44061,0,0,0,106774,0,19397,0,0,0,46968,39975,0,98262,25224,0,23285,68847,0,112618,
0,28275,6191,62835,0,1920,84537,74154,0,123894,0,0,4328,0,0,0,54470,0,82647,0,0,15946,14803,319,34192,0,40502,26243,20681,0,24154,0,77823,0,61175,0,86530,0,29871,56758,56173,0,0,54733,13951,0,0,0,9633,0,0,0,0,0,0,0,0,28409,0,0,46837,
29567,84199,0,92875,81104,87713,47493,0,73192,0,0,0,31539,133137,40042,0,0,0,8954,0,8006,0,0,75172,0,10912,21527,0,0,0,0,13478,0,0,0,0,0,27465,0,0,19273,0,0,48144,63243,13252,23535,0,26337,0,0,0,0,0,0,10722,0,39242,0,185285,0,
42813,50064,9916,29480,36435,18852,0,0,0,0,0,0,0,30489,0,57937,2941,133,198688,0,0,0,0,17536,48325,43899,58493,27226,0,0,0,0,0,0,62374,13867,20473,112313,19862,14564,0,20448,0,0,0,4910,0,0,40833,29041,20417,0,16641,22068,0,0,110644,71113,173767,0,82922,
98806,29984,74746,0,13921,0,45724,90650,16693,81527,16286,0,117208,21179,88981,116077,0,0,9721,66926,30186,62502,76035,0,7923,0,72027,0,116880,0,0,0,126677,22591,0,0,105649,82827,57532,32467,22034,84146,0,0,62556,44764,0,0,0,0,0,0,31588,0,0,5653,0,27877,0,0,1345,
56677,130201,0,14817,54524,0,0,0,3362,0,0,0,3549,0,0,70864,13508,80655,38909,31693,0,0,24072,132059,0,0,0,25382,0,176377,72812,0,81518,43513,81703,107179,0,0,0,29947,0,0,0,0,0,16838,0,0,114728,0,0,128536,76047,109257,0,110614,77032,0,109448,0,0,
0,0,0,0,0,14324,103486,13881,38026,71898,24225,0,0,12950,0,0,0,46259,0,0,0,0,0,62873,89148,0,11546,0,56025,82945,0,68857,0,86742,54534,14116,0,104216,35180,0,0,90469,25069,0,0,0,0,85565,44762,0,88223,3389,72148,0,45311,5496,0,80,0,0,46700,
71239,62771,0,0,45355,97372,0,0,80918,15408,57982,63147,61921,0,0,0,53228,0,0,179374,147096,46844,0,0,8288,0,48967,74615,0,78868,0,0,0,0,27667,0,46359,0,7836,52039,96748,0,0,110809,58646,33033,0,0,0,35715,0,22810,0,6171,0,0,0,17532,36114,97289,36411,
86545,57661,0,134574,0,77879,0,0,49188,0,38803,82600,4072,42367,17894,19480,0,0,66757,58491,0,0,17512,0,16497,0,2867,140210,45408,136232,0,0,74095,0,11747,0,0,11715,53238,90530,0,0,100745,72958,0,0,69079,0,41490,87719,0,0,53753,0,3839,47583,0,0,0,0,0,
0,18379,21547,0,0,12173,22307,94276,0,0,0,0,27512,0,0,0,37742,33200,17914,0,17830,0,0,0,2355,0,33842,0,312,22272,0,5782,0,0,0,36919,60247,0,78784,0,30966,86781,31275,14786,0,11113,0,25945,0,0,74618,10090,0,0,54512,51294,0,0,0,38781,0,
50420,0,20442,0,0,97667,73354,83059,22446,29629,36507,13639,28690,8485,0,0,0,0,61609,0,99320,0,0,72926,0,0,0,0,17007,0,0,159419,0,42421,55657,0,3502,0,0,0,0,0,0,3660,42465,0,15802,0,13286,0,49460,307,30995,0,0,28047,0,2949,110691,149027,30604,
0,75109,0,0,0,0,0,0,31415,112099,22639,53817,14703,26628,0,73834,0,0,12026,39301,99652,0,0,0,45607,134623,0,45808,0,54372,0,0,0,16884,0,0,0,0,0,0,87602,0,128332,0,0,0,28624,0,73078,0,0,30064,38047,79288,36110,0,82334,47629,0,7056,0,
0,0,0,75604,0,0,1989,0,0,0,0,0,0,156,79014,57728,0,67022,0,37758,32919,0,50033,0,0,0,35868,0,74798,62220,0,59155,33032,51904,0,0,0,0,0,72430,31549,95988,0,38475,0,149776,0,163906,69734,75388,25303,0,0,0,0,0,31775,0,0,0,0,
0,0,11405,0,49295,0,0,52009,31972,0,52407,0,0,13796,0,0,104763,61999,44639,0,54559,0,18378,30593,0,0,0,0,36772,3800,14631,24471,0,0,39872,0,0,0,44285,0,0,31506,0,89317,39760,0,23599,0,80014,55446,0,0,26029,0,0,75637,0,116329,67949,79383,61688,
0,0,57097,0,28998,0,144920,55917,0,0,0,32036,69541,0,23016,0,0,0,0,9395,96617,44798,0,0,45161,0,0,0,0,0,0,25144,0,0,80918,0,20069,0,34068,0,40965,45085,78918,77048,0,53240,0,0,0,34925,41,77441,0,0,0,88285,0,51637,0,16018,83558,
101404,30363,0,0,0,0,0,0,2492,24050,205,6380,40831,8190,99644,32259,29495,69032,89080,7653,0,2243,0,0,4321,52864,76182,98300,0,0,18411,0,0,0,2106,0,115765,0,0,113813,0,0,38323,0,98402,0,12491,0,0,89814,0,61610,6160,0,93120,0,0,0,64866,37894,0,
0,21936,90982,0,47946,0,2568,63652,4359,60034,116882,70393,0,57700,0,0,2446,0,0,73648,0,0,89428,0,86509,42366,50975,0,9089,85556,8151,67409,56993,18748,0,5552,0,0,96449,0,42928,53284,0,0,0,0,1161,120002,29463,0,40735,0,0,33684,96842,177716,79455,0,0,105677,0,
155151,0,0,0,7124,93125,0,15382,5606,0,81287,0,0,149111,16749,0,0,175377,0,102349,69067,0,110618,103820,0,23402,98853,24310,104354,0,0,0,0,0,68939,3714,0,59932,10949,0,0,0,34062,0,53634,0,889,9487,33345,134188,25863,77014,24098,0,0,0,0,0,59597,0,2273,
0,0,49714,18923,32118,0,0,0,0,145209,0,0,32237,0,63064,69036,72883,22298,0,0,0,0,0,0,1116,0,438,0,0,36233,0,46724,66401,78150,0,0,0,49282,0,9865,63650,0,34763,21529,0,25729,63921,0,0,0,64411,1041,0,45797,0,0,0,78547,0,0,0,
0,27522,22290,122658,0,0,37589,0,3908,67261,75212,0,0,0,8493,0,0,0,94998,31944,0,16221,16780,0,0,0,0,0,0,0,3279,52965,0,0,808,119174,107923,170394,66266,134988,33297,67171,126799,84949,107715,13391,31752,17598,0,44219,0,78236,43000,97318,123249,57328,0,0,0,0,0,
0,0,0,3725,14987,21057,5534,0,0,0,24175,66886,55628,89420,83617,21338,0,35478,0,6591,0,30216,53771,63589,4231,23149,0,26920,0,0,39226,0,0,29599,0,7272,0,0,78071,0,0,0,0,0,0,0,166556,12925,59965,0,0,72101,0,5997,0,81259,0,36997,0,23990,115271,
40804,0,0,0,55881,26060,4356,63621,83483,0,112772,0,159144,42309,33418,15759,0,0,0,115122,95987,81362,1414,0,91809,20746,0,42977,137892,0,72255,38036,10530,49470,58722,14379,50518,0,65945,0,39539,0,0,0,15048,53723,0,0,0,0,0,0,0,0,0,135067,0,0,0,0,0,
0,0,26189,21021,0,0,0,51964,4334,0,0,0,0,0,62680,122138,0,86605,0,0,19046,119836,14630,187707,30639,24477,23637,0,0,0,0,0,0,893,0,45170,19584,0,93897,117096,6411,0,0,25737,29069,76290,6158,0,0,0,0,24908,63268,50421,0,0,0,67535,0,20353,79774,
1661,0,52050,0,98537,7772,0,114454,0,0,127500,0,62774,0,0,0,3300,15412,59337,41484,757,38501,133915,0,0,15410,64958,0,0,0,0,0,53374,77970,0,0,25160,0,0,0,8320,73861,87681,506,0,0,0,44687,25710,106069,82689,0,0,35927,0,70483,94968,66943,0,69455,0,
116138,41337,23241,0,0,0,0,0,0,118689,29124,46612,0,0,0,0,1986,0,31978,0,0,0,0,0,0,0,0,0,0,11738,0,0,0,108892,0,7255,7661,0,0,0,0,113184,0,0,1256,0,156551,44822,52250,86320,0,4976,0,0,71105,0,0,0,33686,0,0,
0,0,18417,107470,68686,0,78945,13612,99999,15104,0,0,48213,85819,59914,0,61682,0,0,0,0,0,35743,0,96028,0,68372,0,0,12743,33124,0,0,0,0,102320,20813,32438,85644,0,0,111235,0,52767,0,0,52204,0,48231,19899,0,0,0,0,0,0,0,54423,35380,40495,0,
0,0,33539,36162,60309,0,8728,0,0,0,94802,0,25882,0,0,57506,0,121203,115505,0,68677,60941,0,88163,11854,107566,76854,119159,23644,159255,42755,0,222595,0,68249,61040,0,16410,0,0,17343,69158,0,23485,16609,31414,0,78010,22427,0,2593,0,0,0,0,83662,9105,0,0,99663,0,
6287,15967,17128,3446,7852,0,110059,0,51343,131608,0,0,0,0,0,0,0,59269,0,16376,0,31312,78438,0,0,0,0,44707,166618,68465,61300,86416,0,0,40972,0,30264,0,11452,0,25552,0,0,61821,0,121198,74723,31271,0,74538,0,33734,53818,86942,26434,0,103629,0,47924,0,70634,
3577,647,153472,75152,61329,63412,99796,0,171037,0,61509,94997,86548,95945,0,9312,0,0,0,0,48763,14591,0,0,0,19492,0,0,0,0,75348,0,11666,8166,0,0,0,121385,112837,54256,50462,60376,0,10478,23576,4539,0,0,0,0,0,0,0,0,0,0,0,40341,0,0,16646,
110419,5320,143,0,0,37202,13391,0,0,160948,0,0,0,0,64450,0,0,0,47624,61918,0,26879,116828,0,0,0,59450,58527,48882,0,0,13065,39801,0,36065,0,0,0,0,29292,0,97351,0,48619,0,0,0,160065,0,39723,52396,5525,33319,52987,1212,0,19905,0,0,32344,108924,
83750,0,149112,0,74754,29884,0,0,26363,0,16145,85000,0,66330,19790,0,0,0,0,0,3868,49702,861,142666,75213,0,84545,0,0,0,18904,0,0,30219,81241,4784,95660,0,129487,12850,45095,0,62624,9024,58518,5540,84683,52884,63112,81485,18550,44851,0,0,0,48581,0,85407,7983,72639,19850,
0,0,0,57158,111484,19321,0,0,2879,0,0,0,66019,0,0,50850,18191,22379,0,62215,0,0,0,0,0,0,38914,0,15742,0,0,0,59971,176763,89988,0,62778,7036,0,16373,0,30499,0,109454,20578,55648,0,9325,0,27617,0,0,45580,0,0,0,53593,0,19024,0,60733,
21907,0,0,0,0,40938,2101,0,58390,20668,16163,32255,0,0,6593,0,42907,0,0,0,44179,51843,0,0,55196,89342,0,0,3865,0,117618,0,0,0,21067,50326,40750,48275,80193,0,53284,72281,133353,0,99119,0,31018,0,108186,0,0,13340,66214,73880,0,62652,14896,0,102052,0,0,
0,126840,0,0,50218,0,0,14665,0,0,0,0,0,61080,0,0,0,99841,7500,21462,0,2414,0,61981,84426,0,0,1757,0,4290,0,0,0,0,3050,0,26693,0,0,47551,0,56051,0,49513,0,1668,18432,177614,0,12199,14513,0,0,0,72426,15539,0,11780,62484,120294,72071,
22872,0,65492,91156,71850,0,52213,0,0,51636,20975,0,91648,0,78916,0,67103,0,0,59331,0,0,0,7962,0,0,0,37797,0,29528,0,0,0,0,0,15565,0,0,13749,0,0,0,20702,0,0,0,37381,0,79590,26501,0,45299,0,0,13417,0,0,42771,0,26686,0,
0,94245,38481,0,0,0,0,0,32663,86489,38144,108628,0,160995,0,9674,0,43354,80837,118272,0,94494,69702,0,124985,43430,84913,0,44049,0,0,0,0,51430,0,0,0,111836,3037,0,95957,115744,24871,32740,216168,0,0,26039,0,20800,0,0,13180,0,0,40629,0,0,536,0,89807,

0,0,0,0,59099,0,6870,0,43757,41837,0,0,36581,0,0,9342,0,0,6267,31768,66881,0,0,29453,20827,74558,39071,37304,0,0,25769,93972,79624,0,0,0,19561,0,534,0,0,0,46352,1318,0,44833,0,0,0,105875,0,0,0,76192,143062,19475,0,0,18010,0,32024,
3702,46618,0,17638,121864,0,100446,0,39161,0,69137,35234,2156,0,0,0,42382,7594,60810,58289,91524,6527,0,14039,3840,35557,0,0,0,9343,15927,0,0,0,0,92110,0,33431,0,61925,39269,39615,19682,0,26472,4231,0,0,38515,10156,0,0,8419,46461,0,0,0,0,6608,45296,25796,
34365,0,0,0,22012,0,61947,0,24872,0,0,0,0,17247,29717,50358,0,6198,97044,0,0,0,39748,11155,0,0,0,105560,0,0,79292,56666,0,0,62289,0,0,0,0,71328,48287,0,38055,27616,37448,2529,0,0,62608,0,0,0,35861,55226,54731,0,73017,155753,0,0,0,
0,0,0,27059,0,13912,25999,0,0,0,0,0,0,0,0,35800,0,0,0,0,0,0,0,16845,0,15765,0,0,0,0,0,106986,0,0,0,26321,21344,56885,0,43776,77823,40066,0,19792,56589,3497,0,0,46482,4205,40032,0,0,99205,75387,53961,0,48524,10200,0,7744,
0,90633,0,0,0,0,0,0,112468,0,0,0,0,0,11632,22430,0,20489,0,0,53318,0,20429,76990,30689,41601,125529,0,0,0,59795,24605,0,0,0,3804,88000,68500,0,34368,103809,7244,22383,28663,0,20680,0,12886,0,0,30601,70234,22389,65247,0,86751,0,105508,0,0,33758,
931,0,0,0,0,0,21569,85016,52239,0,0,0,0,0,0,29181,0,0,30938,33361,45849,45167,112591,70345,0,0,0,128440,62232,0,0,11694,0,0,42694,0,11794,0,97881,81242,50715,0,43482,23908,0,46781,26817,0,120247,43061,1430,0,45107,1167,64805,9223,0,29382,113228,21524,15143,
40540,0,0,0,41912,35082,109230,42950,0,11095,0,0,70321,0,114753,26077,39606,6996,7383,0,0,0,7774,46270,103314,0,49716,0,36534,0,14608,80669,95906,0,52279,104796,0,12247,108586,17735,0,0,340,0,0,0,0,0,27720,58087,95103,0,14363,0,48916,11736,14846,0,22526,104170,7090,
520,0,0,0,54595,65204,0,0,30287,0,49547,0,1910,0,110011,0,61338,61319,649,89175,0,0,0,0,0,78608,0,46184,0,81595,71937,0,0,0,33524,0,58781,28150,26986,0,51889,13716,41518,0,0,0,0,0,0,0,0,108092,0,0,0,0,8040,0,8085,0,7059,
43893,82242,143680,0,0,5385,82843,0,0,5311,0,1391,0,0,109216,73603,12377,0,0,57147,7119,0,0,45730,8454,0,0,62408,0,0,27872,9757,13606,24838,0,0,0,0,0,0,0,42609,69863,49351,0,31837,15074,0,0,8519,92101,86810,0,3026,0,77779,2673,63838,0,31822,0,
0,0,52365,0,0,0,37112,0,0,0,76722,0,50330,0,50175,48562,0,0,0,0,21425,0,49051,91491,0,0,0,27210,0,0,44922,14263,0,3646,18325,50146,0,0,0,0,104502,0,0,131506,97936,0,0,0,0,0,32023,80080,0,20221,0,25068,0,0,66186,84827,100228,
4098,59520,0,64405,63118,177871,0,0,80874,69927,0,0,97037,0,0,0,46836,0,0,0,40801,0,37555,0,42698,30465,101260,0,16908,0,70254,11387,0,75695,0,0,68751,0,34368,0,164194,17078,2836,2217,0,61353,30613,0,0,0,22318,8736,42709,0,12292,3279,0,48854,0,48944,0,
5361,0,0,119242,0,32995,0,0,0,9500,309,35034,115815,0,149883,108826,58815,47467,67632,45211,16268,0,15610,77893,119549,27648,0,22279,44935,79596,0,0,11501,0,0,0,37768,41668,12290,60638,50115,0,0,79616,0,0,4854,24586,27967,0,0,4166,62691,0,70773,116235,0,0,0,67761,89810,
33945,96418,0,53832,81215,41603,0,0,44231,0,0,47637,10480,0,99182,85878,84263,27288,47165,109846,0,31840,0,0,0,27303,0,12227,0,0,77328,60441,90231,40329,4947,0,25020,12356,0,107954,0,0,0,110018,17303,0,0,0,21854,0,37929,29787,2904,0,118994,0,0,0,0,26741,18810,
18910,0,0,0,8838,64947,45883,47509,0,62236,0,0,0,11874,48773,440,58622,0,3069,0,0,59984,19396,0,1453,2928,0,35209,74036,31523,66070,80946,123125,0,23838,94542,46011,151879,0,94165,46436,36379,8168,6160,0,21626,0,42050,0,0,0,83781,0,10592,22866,0,0,0,0,108733,0,
0,25727,0,0,82562,0,34410,66623,35889,0,0,0,2754,113816,0,0,2623,0,96392,0,103296,0,0,16747,0,9006,0,4419,21433,14991,0,0,5723,0,0,14000,11086,34326,64467,83619,0,0,28321,38480,0,0,68073,0,0,0,0,0,0,28271,0,72223,0,11192,4753,60727,27846,
28044,60633,0,0,0,0,104447,31512,0,53817,0,0,0,0,20095,0,823,0,29114,0,39609,20728,38445,97043,0,0,65035,1063,30308,0,17638,0,13016,0,0,0,0,0,5916,3908,0,4556,64536,44396,0,0,0,63389,0,0,11819,15739,0,72256,66527,109256,16544,0,87987,27524,83054,
56395,28470,20486,0,5059,21726,0,0,48081,0,0,25567,0,46315,0,0,30842,0,87340,57289,51850,49255,0,30995,0,30911,0,0,51715,0,71241,72358,0,0,86905,0,26834,0,0,77016,7198,0,18549,77070,0,0,123109,75239,0,96567,92462,0,46413,0,0,73060,58229,98091,0,26608,0,
0,0,0,67545,13149,0,6530,0,30780,0,0,0,0,0,43128,0,9943,87253,0,0,0,0,0,0,53412,0,0,0,0,66482,0,0,11598,8870,0,0,31495,0,79244,95456,49667,0,82552,30545,0,116,0,0,7853,63131,99207,1996,0,0,23108,0,245936,75517,0,0,0,
0,0,0,49700,52774,12690,16179,0,0,0,3427,0,0,0,0,0,64032,0,0,0,65253,0,65295,111460,40141,0,7337,0,30951,56685,30764,40076,0,0,35861,0,29120,54861,36280,0,22387,0,0,0,21949,2380,0,0,101307,34170,7770,84761,0,0,110593,56749,0,0,60851,13971,8613,
0,0,108834,0,0,0,0,0,86303,0,0,0,0,0,19961,5086,0,0,36771,88073,25640,35832,48228,0,0,0,0,0,9523,43327,0,40119,0,0,0,0,0,0,46854,27920,0,53547,94940,25830,45371,0,0,0,0,0,0,36109,113196,84973,0,44872,525,0,277,0,0,
55101,8428,0,0,24981,4406,0,29018,23750,23779,0,40433,0,0,0,30969,94936,0,49526,43984,32679,0,0,0,0,22808,22587,0,33101,0,124871,36738,0,0,32530,0,29665,21807,13677,111531,0,0,0,123322,143450,5385,67987,0,0,5906,0,86513,0,24971,0,42220,0,58863,0,58929,0,
0,0,0,49646,104366,0,0,0,36691,101128,111686,26391,7573,56466,73334,35362,65422,0,0,0,0,61490,0,0,0,25858,9,0,0,0,72148,20731,29535,58769,135614,11372,74701,0,32206,7944,86687,0,0,0,81366,42742,22988,0,12051,3353,0,16965,0,64711,0,41809,0,93037,30297,57067,0,
0,0,0,9538,0,0,111363,58801,0,37124,0,29630,0,4613,0,0,0,0,5820,0,183397,123122,20265,52486,101647,0,0,0,32491,0,85751,42053,0,84668,78374,4228,0,53310,0,0,103274,9240,0,75732,0,0,6449,16474,17606,0,0,0,0,0,43769,0,0,0,131214,43663,0,
26460,0,0,47071,0,0,56499,0,38634,0,0,33213,66627,75880,60907,0,0,0,66193,0,47123,0,0,17506,0,5717,40110,29356,103550,76982,0,0,0,132937,0,4021,0,7107,0,0,0,0,67967,0,0,0,9914,86994,0,0,0,49570,0,3702,0,0,106107,0,75525,68859,93777,
0,5559,61982,62041,34922,80146,43820,0,102435,0,37125,0,84950,0,0,53301,12310,0,0,0,0,37515,0,36622,0,0,0,8444,0,35846,0,25257,19777,0,0,104671,3604,203515,0,82023,102946,0,3754,46432,0,108618,0,11640,61423,29189,0,18551,0,0,0,0,44430,67108,0,0,87616,
0,0,63977,18440,9257,0,0,0,11655,0,0,0,0,45542,89998,43040,81835,25118,0,37378,0,19781,98705,0,0,12,0,24252,31139,0,5807,122097,0,0,5851,0,0,154008,0,90583,0,0,135501,0,0,79687,48567,17716,0,56746,0,0,0,34386,29789,48305,0,101425,0,0,0,
44214,12613,98376,17429,0,88361,71056,67130,0,0,100488,0,69526,33858,103090,25937,31669,0,40742,0,0,0,0,0,53339,0,0,0,0,9326,92678,46756,0,34645,0,0,112917,0,0,0,0,46131,44960,5491,0,0,0,33026,0,0,125968,56440,0,119360,0,829,0,0,0,0,0,
0,8030,0,0,13953,13631,104442,60631,75909,3811,27120,76685,13712,0,0,0,107092,9499,0,0,18402,0,0,108280,99074,62678,0,0,0,0,0,0,0,0,7891,0,31061,0,0,0,0,0,47879,0,0,11154,13715,49781,24700,19095,0,54172,24123,0,0,13277,12458,0,0,0,0,
70233,0,0,29804,0,0,799,0,53499,13392,0,0,37352,0,0,109929,38671,10750,0,0,0,31475,58441,116437,14956,0,0,0,0,0,0,0,0,30231,4947,82553,0,61087,0,0,0,62452,39023,32089,127148,16481,0,0,0,88334,82206,87397,75673,57360,0,38311,0,0,15471,80498,36317,
0,7280,0,0,0,7828,110449,81456,0,1147,0,0,0,0,30873,0,74459,66725,0,225840,92976,0,67927,88551,36465,37436,113858,48607,64145,0,0,0,56049,0,0,733,30992,0,30670,0,0,38443,0,133924,39157,0,0,34353,28872,1994,8625,0,0,10344,0,0,0,0,77527,83370,29475,
